1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.120158650699706548e+00,4.082177754924467550e+00,3.433750881524936016e+00,2.504965259847564241e+00,1.124864184679142509e+00,1.371183683999686043e+00,3.385404088472057982e+00,3.295577522873040621e+00,1.650155607614768094e+00,3.141168864145924000e-01,2.588115547025988117e-01,1.303054736703100458e+00,7.605685139121007410e+00,1.192629813060669619e+00,1.036637105298188644e+00,5.373501499431894146e-01,1.807709538001530392e-01,2.720808144171177112e+00,3.993106092590436584e-01,4.433446527515897628e+00,4.723595589081857060e-01
2.103593323907640311e+00,4.066213701428478267e+00,3.381097288802044076e+00,2.480524424378592219e+00,1.010693587823402240e+00,1.358453610088165897e+00,3.311198578373531376e+00,3.319630343386682281e+00,1.571264098380102947e+00,2.443467884706867765e-01,2.752760188234316674e-01,1.277732931325849863e+00,7.542334909963030576e+00,1.159024255701808226e+00,9.750343867808389797e-01,5.247872089971854503e-01,1.517818810582156619e-01,2.708958399726673516e+00,3.119366853506234660e-01,4.439806384602958289e+00,4.327595108675540980e-01
2.094828996910009344e+00,4.017776364241629317e+00,3.376064246793949231e+00,2.440417904942135063e+00,1.045299118837552443e+00,1.329909334594862491e+00,3.335366487054786777e+00,3.241955503694013085e+00,1.554549956751496209e+00,2.516529348668456456e-01,2.656654287727876484e-01,1.303735347043949666e+00,7.547807963124399500e+00,1.162685036028243912e+00,9.558186601241766001e-01,5.306942823657782027e-01,1.767077147790537262e-01,2.707370679655675794e+00,3.256976565372647903e-01,4.448364359989737338e+00,4.194939335375216238e-01
2.099558010851800827e+00,4.017210065997517177e+00,3.359149752998475957e+00,2.443989113895573606e+00,1.015705918194347968e+00,1.283010719377807085e+00,3.320579384289752412e+00,3.257863018446728987e+00,1.542207989424251302e+00,2.351104782908665369e-01,2.665413624295428496e-01,1.261702300328304327e+00,7.548127532831193420e+00,1.168391693090112593e+00,9.403612890025945248e-01,5.140612398962309815e-01,1.645039150056060717e-01,2.702182290977634516e+00,2.938547419261042792e-01,4.434774322277876379e+00,3.970478725019269128e-01
2.129054868313115634e+00,4.126576572324455405e+00,3.396247146041988074e+00,2.565765293642049638e+00,1.110359551645351939e+00,1.399199258667193746e+00,3.320969742156141269e+00,3.378976340605724715e+00,1.662748848128110968e+00,3.175235032543630154e-01,2.827015949482894475e-01,1.298640786756565690e+00,7.590470577053546108e+00,1.212686045711120819e+00,1.084126532907965235e+00,5.573117443027142404e-01,1.461465611184439295e-01,2.723349870759507407e+00,4.391967822570880808e-01,4.447712879099077199e+00,4.862191503986639241e-01
2.101600355210643922e+00,4.113473365393521597e+00,3.389990300296349179e+00,2.502225696040337954e+00,1.255319321979398328e+00,1.481661347577416965e+00,3.346130884695380558e+00,3.395052773717901484e+00,1.645875992343654337e+00,2.832711256661070154e-01,2.598075059987137725e-01,1.299747168306632394e+00,7.563075208897224400e+00,1.160402313098297888e+00,1.044898106894331491e+00,5.189135911854173555e-01,1.400783285713185777e-01,2.712266853489023521e+00,3.875817144177213236e-01,4.434485173243146505e+00,4.782909950608212335e-01
2.272072268885191981e+00,4.190023774514519239e+00,3.491614583011240391e+00,2.626016596324440844e+00,1.329078261175706821e+00,1.490187631773009391e+00,3.399398289791448757e+00,3.400867188800389407e+00,1.668107805222694973e+00,5.424499909329570935e-01,3.475005054283705208e-01,1.415617658876773710e+00,7.647536138335617295e+00,1.280752904892621391e+00,1.430704905038717500e+00,8.042018289715127111e-01,4.071080806152742593e-01,2.782673369405828545e+00,7.508621483257810203e-01,4.515919965247332968e+00,6.330652086309582760e-01
2.061522634369381546e+00,4.100172125671939227e+00,3.377675751820133243e+00,2.467048098074158702e+00,1.042089974926195817e+00,1.345962472537577614e+00,3.319775234802188724e+00,3.307481944143721098e+00,1.607131869257605983e+00,2.666298696347136898e-01,2.604752913132226677e-01,1.299553927847971302e+00,7.556793088459949459e+00,1.149372242346695661e+00,9.570102576973094077e-01,5.130551035122180581e-01,1.296773397655723581e-01,2.724771614610116632e+00,3.637578538916872994e-01,4.434097091275074121e+00,4.518505404114145918e-01
2.057397188166372626e+00,4.094837627011036041e+00,3.379016298584297306e+00,2.528520268710368946e+00,1.137179204600677007e+00,1.424889242275182211e+00,3.303595189734224835e+00,3.310232914914520652e+00,1.619504463832274199e+00,2.957246364638575487e-01,2.468386414882750568e-01,1.276632044807061828e+00,7.612122451818884805e+00,1.190980094136435241e+00,1.075970313945195489e+00,4.980275932298753871e-01,1.158166641573850908e-01,2.699732092810096074e+00,4.120412809208167659e-01,4.423415927544573911e+00,5.180387018753495054e-01
