,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost,Objective Recalc
0,66.38597279135685,85.0354420299169,0.33132689843492924,7.034652881743243e-14,1.0622030558799304e-15,67.46118297488351,5.6192444874125264e-14,43.42321881353318,-25.517632860064865
1,83.89344885098431,61.80385917414203,0.3351084574706518,6.106008389957508e-10,5.051808591308332e-12,66.26007546476234,4.515765140978968e-10,42.6464483182375,-46.76755615122308
2,122.08055123751303,57.33701288860054,0.42062633527545956,3.543627972871372e-09,1.437179787905539e-10,66.08204183951179,2.0855334507606755e-09,42.53186191064587,-50.85626452467985
3,88.37736376871786,79.18391426258157,0.4178599515592357,6.779223311242808e-13,1.2122721930350389e-14,65.66886623966411,5.16127827479082e-13,42.265933012034246,-28.333025037557377
4,104.68414812830164,70.44835725163807,0.672914240400391,0.4810795726401556,0.16934467089834074,67.50750044088203,0.3521710204873951,43.67598365009147,-39.763959375883935
5,67.08747933238499,63.54003834733474,0.5967043003158992,4.4631886634406425e-10,1.329426576478487e-12,67.6082265109292,1.415833154170707e-10,43.51414812208336,-46.98563198505585
6,151.64489891587317,67.29664170000572,1.305832096286367,1.8145036083000181,1.7114179382575715e-10,72.30691019163076,2.0501270649195268e-09,46.42575910420039,-48.315691893118036
7,147.64426128128375,76.78093149669375,0.7400899832011499,0.5228424976259043,0.24199639033537934,66.06728231715557,0.33178153613990224,42.73590432636885,-30.849107811808153
8,145.80703538955024,122.06362568284679,0.43077526608349215,4.9517709759659904e-11,9.339761678898974e-13,66.98407140823701,2.6098577666882912e-11,43.22051284102676,12.289816699690853
9,222.20845392623744,170.04451896172827,0.4593834442413752,7.431265700858603e-11,3.8048197573119e-12,71.54161642336754,4.563750653178898e-11,46.04576476501155,52.916521217623064
10,225.92894778331336,207.1123819195074,0.22500000220503152,1.1293356279772152e-10,6.030250070060176e-12,70.8281443646863,6.438609731569724e-11,45.69464311502263,90.8145944420581
11,568.5651269516716,317.1326457581304,1.636237578437241,2.242612358045357,1.0504375386110096,72.9665689979405,0.3762334396274159,47.2083057092146,201.5108250864415
12,394.6943681470481,439.72302197506593,0.32411660222740885,6.804011199977926e-13,7.289733232940923e-14,72.01929436779572,6.122205832860726e-13,46.353208843502436,321.6746353659953
13,220.90992439742735,193.16364792181258,0.2522518612273864,0.7350000000280759,2.9160662465364283e-12,72.14544873505199,5.6537021087044654e-11,46.41271558554436,75.59273546241809
14,146.41735145170625,143.38532604075368,0.4084605538186047,4.4101653720104084e-13,1.9763502633356112e-14,69.96009838231171,3.7261605389319035e-13,45.02786481726019,28.805823395000495
